City,State,2009,2010,2011,2012,2013,2014,2015,2016,2017
Medina, TN,11871218.2,11985352.51,11867594.94,11876749.72,12125969.38,11839489.6,11408457.16,10747216.64,9721630.907
Melrose, MN,64283898.55,68898520.68,74042559.36,78684270.46,81239599.87,81419059.09,79957754.9,79046594.02,73546046.24
Memphis, TN,5566022339,5657038893,5550701953,5512034719,5650523877,5750867281,5976303364,6348761860,6751312126
Mena, AR,34574883.04,35134005.71,34005158.96,32939612.48,32728004.96,31860022.85,31090049.88,30488463.23,30144775.65
Mendota, CA,126496127.1,130595542.4,136433121.5,142614460.8,144231541.1,143844649.8,133601352.5,118509994.5,95956859.3
Mendota, IL,7782146.383,10680416.9,14635357.59,18080643.94,21213414.84,22013065.28,21300238.98,18950846.71,15390085.2
Menomonie, WI,152628172.3,158115548.7,156257951.4,156609191.7,154273285.3,154103955.9,152155426.1,153833633.6,150080578.2
Merced, CA,326776623.1,341430727.2,360892237.6,364739424.7,356575381.1,358931146.7,349997302.3,344595329.8,323675772.3
Mercer, PA,105351561.8,110816623.3,118119447.1,132018778.3,145477503.9,153816940.6,153030690.6,142817066.1,121453032.2
Meridian, MS,472022542.1,462435877.3,448475071.3,455309463.6,478865888.3,488582709.8,506331752,529535139.8,541633721
Merrill, WI,69930778.18,72049053.39,69009058.63,66950824.84,64288316.01,63770997.3,62815615.79,63197303.48,60971077.11
Mescalero Park, TX,106580642.4,109468858.2,112351189.6,113615991.1,115021387,119362385.9,119569662.2,117232010.4,108905952.5
Mesquite, NV,406235797.8,418517236.2,427512618.7,453984277.1,482802627.5,482660112.9,475522938.2,460971734,435576643.2
Metamora, IL,19927390.82,21400789.19,16949440.26,13046270.5,11570421.3,10931905.33,10423802.14,9711816.949,8737134.625
Metropolis, IL,53007343.31,47608027.17,43032227.34,42715295.01,43905671.11,44094321.46,44328048.37,43335696.15,41187258.04
Metter, GA,86222172.79,88715849,72067171.08,54972974.26,50330123.52,48369697.24,46807023.6,43332269.43,38558774.41
Mexia, TX,44341714.35,44249781.6,44619896.8,46264468.21,48149797.52,50223753.93,50152053.07,48487946.9,43753194.04
Mexico, MO,84339893.4,84739814.62,83959596.64,83110416.83,84045810.39,82833607.88,80569024.6,76005180.75,67411855.29
Meyersdale, PA,9492378.585,9649583.232,9852955.222,10099044.54,10078235.87,9836094.769,9058347.383,7868323.562,6288706.907
Miami, FL,22296428423,22011532105,21420166746,21173114958,20939932544,21541084438,22181760660,23444943987,24952962922
Miami, OK,91529827.36,102451817.4,113473304.5,121499003,123502807.3,128990931.4,129566138.1,131190254.4,122461085.8
Michigan City--La Porte, IN,556406759.6,593414083.2,609913001.3,595592718,597147105.4,605884753.3,611265797.2,611884314.3,604554805.3
Middlebury, IN,36373104.55,34445139.19,33999233.66,34176665.54,35072632.07,35000102.02,34557464.8,33777724.64,32989439.96
Middlebury, VT,41471580.97,40732504.57,39045495.8,39098805.48,40206539.62,40044790.91,41026486.87,42564223.05,39962744.89
Middlefield, OH,52565460.24,55803588.65,56398562.34,56678741.06,54998972.45,55235158.97,52327257.02,49187496.89,42782992.6
Middleport, OH,31006838.94,34233810.5,38525361.47,42538818.99,44167630.54,45568915.17,43051703.26,39324585.49,32268249.02
Middlesborough, KY,251205879.4,243976892.8,227204672.9,213594624.1,206679579.1,195353919.7,182553119.8,165914731.9,145577805.2
Middletown, DE,234632635.8,224571684.4,214646015.8,222870052.8,213664034.9,234159150.2,230217046.6,220021739.7,203971214.6
Middletown, IN,7713208.447,7611545.633,7703108.752,7938426.874,8389648.959,8692863.551,8799948.643,8554484.767,7964951.62
Middletown, NY,464453436,486970026.1,488130267.6,478004435.4,470265770.9,471706127.1,484616428.4,526290823.2,555441798.1
Middletown, OH,545879219,563013559.5,575935537.4,604003325.1,620243317.9,666348209.1,689400394.6,727534867.4,741149035.7
Middleville, MI,18132223.72,18669072.35,18325934.83,18528196.35,18883333.99,18718905.72,18310937.88,17779651.52,17200683.04
Midland, MI,350370801.1,350615147,349058164.2,358570052.3,370437886.1,370568763.2,369022403.6,370304627.5,370187827.6
Midland, TX,564949996.1,648632675.3,778353389.9,868422908.1,943691791.5,1015826216,1060219167,1121315587,1154248798
Mifflinburg, PA,23786433.85,24478760.27,24757526.83,25523029.4,25622805.92,25015899.77,23381706.21,21162567.75,17870008.62
Mifflintown, PA,70707846.38,75722962.45,76025419.79,77107575.53,80287418.28,81451891.83,78486410.5,72542434.13,61706122.59
Milaca, MN,79692568.18,79841409.44,72152523.32,69372195.22,68204361.45,66198154.09,62641261.4,58483653.76,51024691.32
Milan, MI,57046624.78,57653944.54,57148113.58,57814648.97,58698448.03,57775824.23,56651072.68,56070906.18,55096601.95
Milan, TN,37100648.29,37520071.99,37981306.74,39682187.55,42338715.9,42601148.66,41976842.5,39990788.33,36287970.24
Milbank, SD,4495879.287,4681705.578,4057764.273,3315271.704,2850720.777,2660287.438,2493753.941,2405858.135,2192365.313
Miles City, MT,96392953.49,103345439.9,108615111.7,115170920.4,121594236.2,119966812.1,117572410.2,111056329.1,103667848.7
Milford, DE,317579732.9,339887583.4,357907344.3,369488479.6,341027502.6,368975615.7,356908393.3,338580689.9,312688844.9
Milford, NJ,47778809.75,45456215.47,41589484.42,40867716.69,41186895.84,40552880.27,39949333.2,38834762.3,35440642
Milledgeville, GA,194702528.9,199972846.5,200970961.2,196635466.3,196421012.7,190924693.5,184000711.9,172081035,158098564.3
Millen, GA,44448304.59,46575870.11,42001818.19,36193291.95,34668149.73,33919675.53,33434618.02,32091338.46,30034868.15
Millersburg, OH,57415917.63,59298859.75,32147494.28,12656492.83,6619163.044,5383424.8,4684117.911,4299726.047,3782092.83
Millersburg, PA,41198979.69,43880781.52,44888414.15,43566315.84,40621883.06,37593940.45,33524626.48,29517347.46,24714125.08
Millinocket, ME,132064896.4,136400311.7,140652402.8,148639003.9,159371253,159564831.2,159982003.3,153033371.6,132148642.3
Millsboro, DE,68461018.89,73136544.09,76764256.26,80173653.84,75801852.47,83893249.88,83312331.6,81169163.67,76733494.96
Millsboro, PA,27959671.26,28662678.69,28916099.12,29467904.14,29291304.15,28530602.38,26657266.69,24174653.82,20538046.17
Millstadt, IL,16375135.39,16175295.98,15380911.27,15244311.38,15277902,14513734.54,13640285,12366951.91,10858780.06
Milton, DE,29024263.52,29253916.7,29406485.28,30209524.48,28263572.1,30567676.97,29577952.51,27902117.26,25455164.19
Milton, VT,102969997.1,103059905.5,101543259.5,101056929.6,102763470,102211243.7,106284089.7,115730422.6,118913470
Milton--Lewisburg, PA,350143725.7,376848852.2,400299450.8,419192484.9,424990998.9,417582150.3,391350477.9,355370090.4,300678992.4
Milwaukee, WI,6213938128,6008895128,5451451803,5183451607,4994956104,5129792074,5416445450,6085301425,6779501964
Minden, LA,192880234.5,212312825.3,225808672,229683330.2,240631601.5,239455732.9,237336222,228643019.7,212352150.2
Minden, NE,6689007.217,6866822.431,5778908.175,4521353.887,3916686.445,3661161.477,3446302.717,3292500.613,2930549.55
Mineola, TX,78480365.82,83100677.57,82132496.58,77335828.53,74318747.48,76596531.43,77197097.67,77884387.45,76189513.75
Mineral Wells, TX,57927638.85,58276036.05,59094322.76,60543225.79,61497494.98,62128682.36,59858098.08,55873445.35,48578388.88
Minerva, OH,34232520.55,34773115.88,31824275.35,29857306.62,28204956.39,27945596.92,26188700.78,24203697.87,20600557.87
Minneapolis--St. Paul, MN,12786877060,12855396818,12403434694,12046314225,11726426337,11774065647,12150911393,13386067390,14824372063
Minot, ND,301237245.4,342110326.2,389320513,436196429.2,460659684.3,439804001.5,401744439.9,348958982.7,290608102.6
Minot AFB, ND,8112378.353,9087537.395,10236517.31,11523548.93,12330675.73,12018710.49,11239822.55,9981424.094,8502417.071
Mission Viejo--Lake Forest--San Clemente, CA,3374413381,3350191913,3260602691,3156189167,3025916074,3066869398,3097133961,3251818376,3331639882
Missoula, MT,447686548.8,457594430.4,453657659.4,457673573.5,467762484.6,465413451.3,476288966.1,490576724.8,522735946
Missouri Valley, IA,66728923.47,69882344.49,68073997.27,63993636.46,62462002.17,61250229.67,59500622.17,57084486.26,53296582.76
Mitchell, IN,17414292.84,17808166.49,18433936.82,18409804.58,18509710.41,18253652.23,17637259.85,16625994.71,15155853.85
Mitchell, SD,67101213.8,69906850.29,67419908.18,67691558.8,66963538.9,68429493.4,69936856.95,74843177.72,78979884.12
Moab, UT,185847223.8,199630132.4,213170708.6,221227690.5,226153640,224964047.1,219294060,214664732.8,198566456.2
Moapa Valley, NV,237577172.5,237530344.2,233134383.3,231487096.1,239527591,221017923,209656106,193578503,166634757
Moberly, MO,107697439.7,109252637.7,101986356.5,94973195.02,94297065.32,93974559.55,93865821.6,93137224.07,92178085.97
Mobile, AL,1959723252,2009148948,1992846018,1945342915,2040123692,1993414331,2067408931,2176453534,2387268541
Mobridge, SD,1601791.636,1678935.274,1555876.364,998839.0664,649005.5024,503165.788,422671.457,383172.41,332743.3739
Mocksville, NC,50882341.33,54756490.78,56741618.73,57577051.23,59215139.68,58676111.39,55755538.86,49917193.52,40793627.95
Modesto, CA,1107478621,1093886214,1045320092,1027914791,1004504619,1025199354,1027628189,1048842629,1029754246
Mojave, CA,38523375.91,38424582.03,41310419.32,44386693.2,46248320.39,47459776.51,45428428.39,41269186.11,33948946
Molalla, OR,36275814.9,36273236.89,35658265.23,36040844.22,35899606.18,35984249.88,35404828.8,34964753.09,31241663.81
Momence, IL,21726427.57,23040893.39,25123107.29,27769044.31,30636490.19,31123942.39,30557128.68,28246415.88,24616388.77
Monahans, TX,86128213.46,90642864.08,101749935.2,117162841.7,135230641.5,154794830.3,171091557.1,187267912.5,196771025.9
Monessen--California, PA,726328879.6,721294325.3,704598948.8,714417608.7,728976638.9,750126037.4,759952100.1,777600748.2,807503911.7
Monett, MO,41971898.53,44548127.8,44875503.92,44279492.05,44578222.57,44307799.26,43469523.58,41245896.53,36505280.6
Monmouth, IL,25900380.23,43069568.81,56856648.47,58257085.86,55047425.83,51965586.97,47314229.56,41651614.36,35152483.67
Monmouth--Independence, OR,24489552.51,25824387.21,26205481.31,27091872.95,27566241.88,28381823.39,28647359.06,28916662.89,26312423.8
Monroe, GA,125492715.2,140246816.8,146351144.1,146775015.8,152439049.7,158697032,165816442.6,169749143.2,171496919.8
Monroe, LA,801293097.3,771809317.3,722918027,674552779.6,665109721.5,638465398.4,631284635.6,633610518.3,640289249.7
Monroe, MI,397706541.8,410324458.1,422082031.6,444896687.4,472460664.5,482308623.9,489422427.5,498903561.3,502553038.8
Monroe, WI,84220447.8,88094590.59,88629364.53,92906308.91,94851272.73,94857836.3,91317707.96,86352524.63,75146621.7
Monroeville, AL,43480899.92,44561465.13,43086525.99,38291452.41,36109774,31893428.14,29437636.03,26838388.09,24564619.18
Mont Belvieu, TX,69377433.75,74836183.22,83574635.64,86410245.37,86058291.55,83321709.66,75056596.61,64058158.43,49508810.49
Montauk, NY,25032215.87,23968330.64,23498712.32,23515346.38,23576230.15,22977711.9,22150225.27,21270497.36,18721607.99
Monte Vista, CO,22072984.84,22072871,16905107.01,11036628.17,8219801.064,6949388.268,6007309.064,5335841.344,4475687.36
Monterey, TN,144975446.7,148240904.9,145521947.9,147110273.6,152918026.2,154303372.3,155876404.3,156783512.8,155570290
Montesano--Elma, WA,151130256.4,155555319.8,156555064.8,160077812.6,160130389.1,163086306,162543254.4,160083319.2,154669440.1
Montevideo, MN,54464540.08,54295788.67,50788300.28,45860333.54,42002425.57,41206150.63,41767481.75,45073729.59,48840899.96
Montezuma, GA,46242722.29,48838612.56,43543288.55,34292925.22,28099613.32,23721737.8,20215278.88,17190964.65,14513013.46
Montgomery, AL,1570300574,1629587632,1648951945,1626580704,1718059516,1685104538,1742512654,1822476977,1968149211
Montgomery, MN,38862587.11,40259254.59,40928628.6,42015671.58,42641663.47,42863025.73,42406520.54,41970393.63,39090241.89
Montgomery, PA,16809105.95,17486927.24,17746901.27,17926476.19,17592261.41,17002328.64,15823454.49,14392047.01,12330471.61
Montgomery, WV,29341541.35,30802471.56,30166617.71,29922423.95,27872798.78,28947827.36,28058059.29,27863566.3,24948177.35
Montgomery City, MO,67070249.91,67791418.52,44513519.95,24376086.28,18177717.8,16363631.71,15349754.69,14308435.8,12608398.74
Monticello, AR,70913105.14,73276531.44,71730870.27,70941957.64,72339761.94,71783277.1,71071197.17,70477125.71,71034073.18
Monticello, GA,34269951.87,36174212.16,29806656.22,21460061.48,17698961.02,16001227.26,15048832.67,14173719.69,13237671.23
Monticello, IA,17068317.39,17886863.77,18040371.77,19170765.46,20906876.12,22248655.01,23147039.65,23192412.68,22277142
Monticello, IL,25682422.62,39108643.87,50369147.96,49493072.52,46416904.37,45602998.95,44515719.59,43354004.59,42031178.42
Monticello, IN,14097880.97,13889501.54,15602877.81,18022026.56,21038607.55,22778953.08,23477980.29,22603250.09,20315686.85
Monticello, KY,28845271.61,29267437.87,30652626.94,33276973.06,37428963.73,39469372.11,40394022.98,38921593.35,35548831.59
Monticello, NY,98781569.65,97581205.49,99039349.53,101437616.8,104538509,106027888.7,109459714.5,118782952,125560672.8
Monticello--Big Lake, MN,215591062.2,210547908.7,196157231.7,185037938.1,176904479.5,172807653.9,168886566.9,168524793.9,161635003.1
Montpelier, OH,40927372.7,41218528.44,41501316.46,42947576.89,42885267.33,43433904.6,40997536.86,37521234.18,31185603.01
Montrose, CO,107802527.3,115475788.8,120345806.7,123118743.3,123676407.4,119993644.2,112088244.4,103094355.6,87026817.18
Montrose, MN,57145975.49,52444769.79,46328593.27,43138680.79,40263296.44,37871359.79,36045827.45,35513339.53,33876523.5
Moodus, CT,22466382.54,22646953.09,21813750.32,20950380.85,20304196.01,19300459.49,17996448.05,16741241.83,14515020.13
Moore Haven, FL,11304203.93,12086530.08,13412536.05,14249682.11,14579028.59,14567539.71,13793785.96,12557621.85,10771011.53
Moorefield, WV,7004498.641,7283833.692,6961226.627,6730660.771,6238017.374,6451061.58,6210753.645,6070735.505,5270488.898
Moorhead, MS,18150071.1,18872559.82,18220890.47,17584879.19,17470504.36,17170660.71,17046608.98,16967169.51,16332590.96
Moose Lake, MN,73578573.53,74879516.62,74382214.27,76949528.71,80754248.72,84009961.21,87209019.88,91609274.82,92017044.53
Mora, MN,26321495.56,27173465.18,23156055.56,18724953.23,15905566.88,14380485.65,13145484.55,12460003.75,11402966.91
Morehead, KY,111919785.4,110184834.9,107408698.4,110018090.6,118766993.3,123905811.1,127390293.7,124310545.4,116152412.8
Morehead City, NC,227329982.8,247782298.1,262854319.3,268041876.4,279230991.6,283227373.5,279090764.9,265394669.4,233322497.7
Morgan, UT,74715082.86,77305781.84,66356573.82,60407615.92,57553663.63,54521936.56,50743907.22,47774925.25,42737890.7
Morgan City, LA,176445301.2,208303270.6,222888864.9,220777322.1,223548709.4,224128700.1,230834362.3,243223658.9,261390101.4
Morganfield, KY,9964687.656,10581252.69,11597291.99,12579871.93,13793850.93,13819419.39,13187400.46,11750358.49,9823358.434
Morgantown, WV,327583869.9,404507959.5,458341605.6,461540140,419424935.9,454842513.3,477652884.1,551270061,609244912.1
Morrilton, AR,138113162.8,139729066.9,136836081.4,136018064.4,138859737.6,137960648.1,137734933.4,138830826.1,142318151.5
Morris, IL,147753959.8,171909598.4,183703199.1,189682359,197263695.2,201540542,208178695.3,217183884.8,231115716
Morris, MN,30447864.01,29916521.7,28384351.51,28098902.1,28017997.8,28340515.04,28830373.47,30229253.06,31241566.73
Morrison, IL,5493991.804,7991379.694,12495217.74,16976050.7,21506261.15,22878403.29,22103692.06,19363113.57,15213824.85
Morristown, TN,418652129.5,421043427.1,405667787.4,403417888.1,412618614.2,408993976,402274592.5,386193006.1,355886083.3
Morro Bay--Los Osos, CA,162045572.7,161718313.5,170012009.3,176455813.7,180253227.3,189860492.5,193784779.1,198333895.7,195115709.3
Morton, MS,100944934.9,106358803.5,106072299.7,107896822.9,112702652.6,114499194.6,116443720,116624928.7,110548206.3
Moscow, ID,25264728.41,27593483.15,28947981.89,29560842.4,29195379.68,28722701.12,27775417.31,26456814.54,24692046.64
Moscow, PA,79256441.66,82910919.42,87118383.98,96326108.68,104231990.1,107636053.4,104127692.6,94343321.14,78051537.67
Moses Lake, WA,169002391.5,175556254.6,180005227.6,188521827.5,191908473.2,196723147.9,195894279.2,192405356.6,187527931.1
Moulton, AL,132615058.4,135065394.9,110712973.2,86498775.07,80009652.71,72580235.87,69295500.75,64984145.04,60927265.69
Moultrie, GA,126330732.1,128318697.5,130056966.2,129042077.9,130446199.4,126891083.1,122502952.1,114854902,105029175.9
Moundville, AL,51723849.68,52927596.34,41246340.72,29288507.94,25667247.45,22951684.23,21935402.56,20753862.15,19737188.54
Mount Airy, NC--VA,201803035.4,212300176.1,218695481.8,228070870.7,244269741.8,256651474.2,262736952,256296738,231253345.1
Mount Angel, OR,8870116.768,9155189.513,9096161.846,9622074.568,10174165.93,10891547.38,11492842.38,12111378.94,11514147.16
Mount Carmel, IL,48561884.84,42333763.16,32382609.29,27026893.96,24398183.95,22932969.83,21859132.54,20202672.98,18063044.42
Mount Gilead, OH,13186630.1,13176065.83,13163408.91,13589285,13612090.65,14008789.51,13637645.61,13114473.11,11635328.39
Mount Holly Springs, PA,74044408.96,75080628.15,74195059.6,73304521.32,71672129.55,71580954.08,71256915.69,73179230.65,75973924.06
Mount Hood Village, OR,97589654.74,98636301.99,97426957.76,96921673.25,94773768.15,93709107.84,90970554.33,88714731.05,78237998.92
Mount Horeb, WI,38772939.18,39169210.18,37500416.09,37574675.39,37130146.3,36736504.02,35555258.45,34451628.25,31431313.27
Mount Morris, IL,6128188.302,7865486.802,9935889.339,11670000.45,13468109.65,14176112.27,14117046.64,12846194.57,10557529.7
Mount Morris, NY,79090516.36,84115089.8,85310234.15,82806044.6,79385665.1,74248017.66,67881868.46,61101480.15,49642327.25
Mount Olive, NC,47003032.1,48481609.88,46365930.12,44504328.85,44629287.97,45129380.93,45263491.6,44643048.33,41816940.05
Mount Orab, OH,41574405.92,42964492.64,44255650.05,46220851.19,46183010.24,46550429.01,43621183.54,39658179.05,32696658.22
Mount Pleasant, IA,78765569.21,91333331.48,95887730.38,95955240.41,96254703.28,96623937.54,95309761.87,92661676.42,87604026.89
